#  E (eV)   dos(E)     Int dos(E) EFermi =    6.206 eV
  -6.851  0.7539E-06  0.7539E-08
  -6.841  0.9105E-06  0.1664E-07
  -6.831  0.1098E-05  0.2762E-07
  -6.821  0.1322E-05  0.4084E-07
  -6.811  0.1588E-05  0.5672E-07
  -6.801  0.1906E-05  0.7578E-07
  -6.791  0.2283E-05  0.9862E-07
  -6.781  0.2731E-05  0.1259E-06
  -6.771  0.3261E-05  0.1585E-06
  -6.761  0.3888E-05  0.1974E-06
  -6.751  0.4628E-05  0.2437E-06
  -6.741  0.5500E-05  0.2987E-06
  -6.731  0.6526E-05  0.3640E-06
  -6.721  0.7730E-05  0.4413E-06
  -6.711  0.9142E-05  0.5327E-06
  -6.701  0.1080E-04  0.6406E-06
  -6.691  0.1273E-04  0.7679E-06
  -6.681  0.1498E-04  0.9177E-06
  -6.671  0.1760E-04  0.1094E-05
  -6.661  0.2065E-04  0.1300E-05
  -6.651  0.2419E-04  0.1542E-05
  -6.641  0.2830E-04  0.1825E-05
  -6.631  0.3304E-04  0.2156E-05
  -6.621  0.3853E-04  0.2541E-05
  -6.611  0.4485E-04  0.2989E-05
  -6.601  0.5212E-04  0.3511E-05
  -6.591  0.6048E-04  0.4115E-05
  -6.581  0.7007E-04  0.4816E-05
  -6.571  0.8105E-04  0.5627E-05
  -6.561  0.9361E-04  0.6563E-05
  -6.551  0.1079E-03  0.7642E-05
  -6.541  0.1243E-03  0.8885E-05
  -6.531  0.1429E-03  0.1031E-04
  -6.521  0.1640E-03  0.1195E-04
  -6.511  0.1879E-03  0.1383E-04
  -6.501  0.2150E-03  0.1598E-04
  -6.491  0.2456E-03  0.1844E-04
  -6.481  0.2802E-03  0.2124E-04
  -6.471  0.3191E-03  0.2443E-04
  -6.461  0.3629E-03  0.2806E-04
  -6.451  0.4121E-03  0.3218E-04
  -6.441  0.4672E-03  0.3685E-04
  -6.431  0.5288E-03  0.4214E-04
  -6.421  0.5977E-03  0.4812E-04
  -6.411  0.6746E-03  0.5486E-04
  -6.401  0.7601E-03  0.6247E-04
  -6.391  0.8553E-03  0.7102E-04
  -6.381  0.9609E-03  0.8063E-04
  -6.371  0.1078E-02  0.9141E-04
  -6.361  0.1207E-02  0.1035E-03
  -6.351  0.1350E-02  0.1170E-03
  -6.341  0.1508E-02  0.1321E-03
  -6.331  0.1682E-02  0.1489E-03
  -6.321  0.1873E-02  0.1676E-03
  -6.311  0.2082E-02  0.1884E-03
  -6.301  0.2311E-02  0.2115E-03
  -6.291  0.2562E-02  0.2372E-03
  -6.281  0.2837E-02  0.2655E-03
  -6.271  0.3136E-02  0.2969E-03
  -6.261  0.3461E-02  0.3315E-03
  -6.251  0.3815E-02  0.3696E-03
  -6.241  0.4198E-02  0.4116E-03
  -6.231  0.4614E-02  0.4578E-03
  -6.221  0.5064E-02  0.5084E-03
  -6.211  0.5550E-02  0.5639E-03
  -6.201  0.6074E-02  0.6247E-03
  -6.191  0.6638E-02  0.6910E-03
  -6.181  0.7244E-02  0.7635E-03
  -6.171  0.7895E-02  0.8424E-03
  -6.161  0.8592E-02  0.9284E-03
  -6.151  0.9338E-02  0.1022E-02
  -6.141  0.1014E-01  0.1123E-02
  -6.131  0.1099E-01  0.1233E-02
  -6.121  0.1189E-01  0.1352E-02
  -6.111  0.1285E-01  0.1480E-02
  -6.101  0.1388E-01  0.1619E-02
  -6.091  0.1496E-01  0.1769E-02
  -6.081  0.1611E-01  0.1930E-02
  -6.071  0.1732E-01  0.2103E-02
  -6.061  0.1860E-01  0.2289E-02
  -6.051  0.1994E-01  0.2488E-02
  -6.041  0.2136E-01  0.2702E-02
  -6.031  0.2285E-01  0.2930E-02
  -6.021  0.2441E-01  0.3175E-02
  -6.011  0.2605E-01  0.3435E-02
  -6.001  0.2776E-01  0.3713E-02
  -5.991  0.2955E-01  0.4008E-02
  -5.981  0.3141E-01  0.4322E-02
  -5.971  0.3336E-01  0.4656E-02
  -5.961  0.3537E-01  0.5010E-02
  -5.951  0.3747E-01  0.5384E-02
  -5.941  0.3965E-01  0.5781E-02
  -5.931  0.4190E-01  0.6200E-02
  -5.921  0.4423E-01  0.6642E-02
  -5.911  0.4663E-01  0.7108E-02
  -5.901  0.4911E-01  0.7599E-02
  -5.891  0.5166E-01  0.8116E-02
  -5.881  0.5429E-01  0.8659E-02
  -5.871  0.5699E-01  0.9229E-02
  -5.861  0.5976E-01  0.9827E-02
  -5.851  0.6259E-01  0.1045E-01
  -5.841  0.6549E-01  0.1111E-01
  -5.831  0.6846E-01  0.1179E-01
  -5.821  0.7148E-01  0.1251E-01
  -5.811  0.7457E-01  0.1325E-01
  -5.801  0.7771E-01  0.1403E-01
  -5.791  0.8090E-01  0.1484E-01
  -5.781  0.8414E-01  0.1568E-01
  -5.771  0.8743E-01  0.1655E-01
  -5.761  0.9077E-01  0.1746E-01
  -5.751  0.9414E-01  0.1840E-01
  -5.741  0.9755E-01  0.1938E-01
  -5.731  0.1010E+00  0.2039E-01
  -5.721  0.1045E+00  0.2143E-01
  -5.711  0.1080E+00  0.2251E-01
  -5.701  0.1115E+00  0.2363E-01
  -5.691  0.1151E+00  0.2478E-01
  -5.681  0.1186E+00  0.2597E-01
  -5.671  0.1222E+00  0.2719E-01
  -5.661  0.1258E+00  0.2845E-01
  -5.651  0.1294E+00  0.2974E-01
  -5.641  0.1330E+00  0.3107E-01
  -5.631  0.1366E+00  0.3243E-01
  -5.621  0.1402E+00  0.3384E-01
  -5.611  0.1438E+00  0.3527E-01
  -5.601  0.1474E+00  0.3675E-01
  -5.591  0.1510E+00  0.3826E-01
  -5.581  0.1545E+00  0.3980E-01
  -5.571  0.1581E+00  0.4138E-01
  -5.561  0.1616E+00  0.4300E-01
  -5.551  0.1652E+00  0.4465E-01
  -5.541  0.1687E+00  0.4634E-01
  -5.531  0.1721E+00  0.4806E-01
  -5.521  0.1756E+00  0.4982E-01
  -5.511  0.1790E+00  0.5161E-01
  -5.501  0.1824E+00  0.5343E-01
  -5.491  0.1858E+00  0.5529E-01
  -5.481  0.1892E+00  0.5718E-01
  -5.471  0.1925E+00  0.5911E-01
  -5.461  0.1958E+00  0.6106E-01
  -5.451  0.1990E+00  0.6305E-01
  -5.441  0.2023E+00  0.6508E-01
  -5.431  0.2055E+00  0.6713E-01
  -5.421  0.2087E+00  0.6922E-01
  -5.411  0.2118E+00  0.7134E-01
  -5.401  0.2149E+00  0.7349E-01
  -5.391  0.2180E+00  0.7567E-01
  -5.381  0.2210E+00  0.7788E-01
  -5.371  0.2240E+00  0.8012E-01
  -5.361  0.2270E+00  0.8239E-01
  -5.351  0.2300E+00  0.8469E-01
  -5.341  0.2329E+00  0.8701E-01
  -5.331  0.2358E+00  0.8937E-01
