 &plot nbnd=  13, nks=   201 /
   -8.254   -8.176   -8.173   -8.112   -8.106   -5.171    2.066    4.182    6.033    9.402
   11.447   11.530   12.334
           -0.356250  0.000000  0.356250
   -8.250   -8.177   -8.174   -8.112   -8.106   -5.263    2.264    4.345    6.107    9.361
   11.321   11.421   12.349
           -0.337500  0.000000  0.337500
   -8.247   -8.179   -8.175   -8.112   -8.106   -5.353    2.470    4.512    6.177    9.313
   11.202   11.318   12.356
           -0.318750  0.000000  0.318750
   -8.243   -8.180   -8.177   -8.112   -8.106   -5.440    2.682    4.681    6.244    9.258
   11.091   11.220   12.351
           -0.300000  0.000000  0.300000
   -8.239   -8.181   -8.178   -8.112   -8.107   -5.523    2.902    4.851    6.306    9.198
   10.988   11.129   12.325
           -0.281250  0.000000  0.281250
   -8.235   -8.182   -8.179   -8.112   -8.107   -5.602    3.127    5.023    6.364    9.132
   10.893   11.042   12.275
           -0.262500  0.000000  0.262500
   -8.231   -8.184   -8.180   -8.111   -8.107   -5.677    3.359    5.194    6.417    9.062
   10.806   10.962   12.195
           -0.243750  0.000000  0.243750
   -8.227   -8.185   -8.181   -8.111   -8.107   -5.748    3.597    5.364    6.466    8.986
   10.728   10.887   12.085
           -0.225000  0.000000  0.225000
   -8.223   -8.186   -8.183   -8.111   -8.107   -5.815    3.840    5.531    6.510    8.906
   10.659   10.818   11.946
           -0.206250  0.000000  0.206250
   -8.219   -8.187   -8.184   -8.111   -8.108   -5.877    4.087    5.695    6.550    8.818
   10.599   10.754   11.786
           -0.187500  0.000000  0.187500
   -8.215   -8.188   -8.185   -8.110   -8.108   -5.934    4.340    5.852    6.586    8.723
   10.548   10.696   11.609
           -0.168750  0.000000  0.168750
   -8.211   -8.189   -8.187   -8.110   -8.108   -5.986    4.596    6.003    6.617    8.619
   10.506   10.643   11.425
           -0.150000  0.000000  0.150000
   -8.208   -8.190   -8.188   -8.110   -8.108   -6.034    4.855    6.144    6.644    8.503
   10.473   10.596   11.241
           -0.131250  0.000000  0.131250
   -8.204   -8.190   -8.189   -8.110   -8.108   -6.075    5.117    6.274    6.668    8.374
   10.448   10.554   11.065
           -0.112500  0.000000  0.112500
   -8.202   -8.191   -8.190   -8.110   -8.108   -6.112    5.381    6.391    6.688    8.229
   10.432   10.518   10.902
           -0.093750  0.000000  0.093750
   -8.199   -8.191   -8.191   -8.109   -8.108   -6.143    5.644    6.494    6.704    8.068
   10.422   10.488   10.758
           -0.075000  0.000000  0.075000
   -8.197   -8.192   -8.191   -8.109   -8.108   -6.169    5.906    6.581    6.718    7.891
   10.417   10.463   10.637
           -0.056250  0.000000  0.056250
   -8.195   -8.192   -8.192   -8.109   -8.109   -6.189    6.164    6.650    6.728    7.699
   10.416   10.444   10.542
           -0.037500  0.000000  0.037500
   -8.193   -8.192   -8.192   -8.109   -8.109   -6.203    6.411    6.700    6.735    7.499
   10.417   10.430   10.473
           -0.018750  0.000000  0.018750
   -8.193   -8.192   -8.192   -8.109   -8.109   -6.211    6.629    6.730    6.739    7.308
   10.418   10.421   10.432
            0.000000  0.000000  0.000000
   -8.192   -8.192   -8.192   -8.109   -8.109   -6.214    6.740    6.740    6.740    7.206
   10.419   10.419   10.419
