#  E (eV)   dos(E)     Int dos(E) EFermi =    7.202 eV
-118.090  0.1023E-02  0.1023E-04
-118.080  0.1582E-02  0.2605E-04
-118.070  0.2419E-02  0.5024E-04
-118.060  0.3659E-02  0.8683E-04
-118.050  0.5477E-02  0.1416E-03
-118.040  0.8108E-02  0.2227E-03
-118.030  0.1187E-01  0.3414E-03
-118.020  0.1721E-01  0.5135E-03
-118.010  0.2466E-01  0.7601E-03
-118.000  0.3496E-01  0.1110E-02
-117.990  0.4904E-01  0.1600E-02
-117.980  0.6805E-01  0.2281E-02
-117.970  0.9341E-01  0.3215E-02
-117.960  0.1268E+00  0.4483E-02
-117.950  0.1704E+00  0.6187E-02
-117.940  0.2264E+00  0.8451E-02
-117.930  0.2977E+00  0.1143E-01
-117.920  0.3871E+00  0.1530E-01
-117.910  0.4980E+00  0.2028E-01
-117.900  0.6338E+00  0.2662E-01
-117.890  0.7980E+00  0.3460E-01
-117.880  0.9939E+00  0.4454E-01
-117.870  0.1225E+01  0.5678E-01
-117.860  0.1493E+01  0.7171E-01
-117.850  0.1800E+01  0.8970E-01
-117.840  0.2147E+01  0.1112E+00
-117.830  0.2533E+01  0.1365E+00
-117.820  0.2957E+01  0.1661E+00
-117.810  0.3414E+01  0.2002E+00
-117.800  0.3900E+01  0.2392E+00
-117.790  0.4407E+01  0.2833E+00
-117.780  0.4927E+01  0.3326E+00
-117.770  0.5449E+01  0.3870E+00
-117.760  0.5961E+01  0.4467E+00
-117.750  0.6452E+01  0.5112E+00
-117.740  0.6908E+01  0.5803E+00
-117.730  0.7316E+01  0.6534E+00
-117.720  0.7665E+01  0.7301E+00
-117.710  0.7945E+01  0.8095E+00
-117.700  0.8147E+01  0.8910E+00
-117.690  0.8264E+01  0.9736E+00
-117.680  0.8292E+01  0.1057E+01
-117.670  0.8231E+01  0.1139E+01
-117.660  0.8083E+01  0.1220E+01
-117.650  0.7852E+01  0.1298E+01
-117.640  0.7546E+01  0.1374E+01
-117.630  0.7173E+01  0.1445E+01
-117.620  0.6746E+01  0.1513E+01
-117.610  0.6276E+01  0.1576E+01
-117.600  0.5777E+01  0.1633E+01
-117.590  0.5259E+01  0.1686E+01
-117.580  0.4737E+01  0.1733E+01
-117.570  0.4221E+01  0.1776E+01
-117.560  0.3720E+01  0.1813E+01
-117.550  0.3244E+01  0.1845E+01
-117.540  0.2798E+01  0.1873E+01
-117.530  0.2388E+01  0.1897E+01
-117.520  0.2015E+01  0.1917E+01
-117.510  0.1683E+01  0.1934E+01
-117.500  0.1390E+01  0.1948E+01
-117.490  0.1136E+01  0.1959E+01
-117.480  0.9186E+00  0.1968E+01
-117.470  0.7346E+00  0.1976E+01
-117.460  0.5812E+00  0.1982E+01
-117.450  0.4549E+00  0.1986E+01
-117.440  0.3522E+00  0.1990E+01
-117.430  0.2698E+00  0.1992E+01
-117.420  0.2044E+00  0.1994E+01
-117.410  0.1532E+00  0.1996E+01
-117.400  0.1136E+00  0.1997E+01
-117.390  0.8333E-01  0.1998E+01
-117.380  0.6047E-01  0.1999E+01
-117.370  0.4341E-01  0.1999E+01
-117.360  0.3083E-01  0.1999E+01
-117.350  0.2166E-01  0.2000E+01
-117.340  0.1505E-01  0.2000E+01
-117.330  0.1035E-01  0.2000E+01
-117.320  0.7036E-02  0.2000E+01
-117.310  0.4734E-02  0.2000E+01
-117.300  0.3151E-02  0.2000E+01
-117.290  0.2075E-02  0.2000E+01
-117.280  0.1351E-02  0.2000E+01
-117.270  0.8706E-03  0.2000E+01
-117.260  0.5550E-03  0.2000E+01
-117.250  0.3499E-03  0.2000E+01
-117.240  0.2183E-03  0.2000E+01
-117.230  0.1347E-03  0.2000E+01
-117.220  0.8223E-04  0.2000E+01
-117.210  0.4966E-04  0.2000E+01
-117.200  0.2967E-04  0.2000E+01
-117.190  0.1753E-04  0.2000E+01
-117.180  0.1025E-04  0.2000E+01
-117.170  0.5928E-05  0.2000E+01
-117.160  0.3392E-05  0.2000E+01
-117.150  0.1920E-05  0.2000E+01
-117.140  0.1075E-05  0.2000E+01
-117.130  0.5953E-06  0.2000E+01
-117.120  0.3262E-06  0.2000E+01
-117.110  0.1768E-06  0.2000E+01
-117.100  0.9481E-07  0.2000E+01
-117.090  0.5029E-07  0.2000E+01
-117.080  0.2639E-07  0.2000E+01
-117.070  0.1370E-07  0.2000E+01
-117.060  0.7036E-08  0.2000E+01
-117.050  0.3574E-08  0.2000E+01
-117.040  0.1796E-08  0.2000E+01
-117.030  0.8931E-09  0.2000E+01
-117.020  0.4392E-09  0.2000E+01
-117.010  0.2137E-09  0.2000E+01
-117.000  0.1029E-09  0.2000E+01
-116.990  0.4897E-10  0.2000E+01
-116.980  0.2307E-10  0.2000E+01
-116.970  0.1075E-10  0.2000E+01
-116.960  0.4955E-11  0.2000E+01
-116.950  0.2259E-11  0.2000E+01
-116.940  0.1019E-11  0.2000E+01
-116.930  0.4548E-12  0.2000E+01
-116.920  0.2008E-12  0.2000E+01
-116.910  0.8768E-13  0.2000E+01
-116.900  0.3788E-13  0.2000E+01
-116.890  0.1619E-13  0.2000E+01
-116.880  0.6844E-14  0.2000E+01
-116.870  0.2863E-14  0.2000E+01
-116.860  0.1184E-14  0.2000E+01
-116.850  0.4848E-15  0.2000E+01
-116.840  0.1963E-15  0.2000E+01
-116.830  0.7862E-16  0.2000E+01
-116.820  0.3115E-16  0.2000E+01
-116.810  0.1221E-16  0.2000E+01
-116.800  0.4735E-17  0.2000E+01
-116.790  0.1817E-17  0.2000E+01
