 &plot nbnd=  20, nks=   201 /
            0.000000  0.000000  1.000000
   -8.314   -8.143   -8.143   -8.139   -8.096   -3.621   -0.257    3.966    3.966    8.032
    8.263   16.989   16.989   17.748   20.125   20.315   20.315   20.476   22.541   26.428
            0.000000  0.000000  0.975000
   -8.313   -8.143   -8.143   -8.139   -8.096   -3.629   -0.245    3.969    3.969    8.028
    8.274   16.967   16.967   17.722   20.140   20.341   20.341   20.455   22.567   26.269
            0.000000  0.000000  0.950000
   -8.313   -8.143   -8.143   -8.139   -8.096   -3.654   -0.211    3.977    3.977    8.019
    8.304   16.903   16.903   17.649   20.184   20.395   20.416   20.416   22.644   25.979
            0.000000  0.000000  0.925000
   -8.312   -8.143   -8.143   -8.139   -8.097   -3.695   -0.156    3.990    3.990    8.007
    8.349   16.802   16.802   17.535   20.247   20.304   20.535   20.535   22.764   25.668
            0.000000  0.000000  0.900000
   -8.311   -8.144   -8.144   -8.138   -8.097   -3.750   -0.080    4.009    4.009    7.998
    8.406   16.670   16.670   17.387   20.190   20.319   20.691   20.691   22.917   25.357
            0.000000  0.000000  0.875000
   -8.310   -8.145   -8.145   -8.138   -8.097   -3.816    0.014    4.032    4.032    7.993
    8.472   16.515   16.515   17.214   20.061   20.389   20.879   20.879   23.098   25.050
            0.000000  0.000000  0.850000
   -8.309   -8.146   -8.146   -8.138   -8.097   -3.893    0.123    4.062    4.062    7.992
    8.546   16.341   16.341   17.022   19.922   20.446   21.092   21.092   23.299   24.702
            0.000000  0.000000  0.825000
   -8.307   -8.147   -8.147   -8.137   -8.097   -3.978    0.247    4.096    4.096    7.997
    8.627   16.154   16.154   16.816   19.778   20.479   21.325   21.325   23.517   24.345
            0.000000  0.000000  0.800000
   -8.305   -8.148   -8.148   -8.136   -8.098   -4.070    0.383    4.135    4.135    8.008
    8.716   15.957   15.957   16.601   19.631   20.482   21.575   21.575   23.749   23.997
            0.000000  0.000000  0.775000
   -8.303   -8.149   -8.149   -8.135   -8.098   -4.166    0.530    4.180    4.180    8.025
    8.810   15.752   15.752   16.379   19.484   20.447   21.838   21.838   23.659   23.659
            0.000000  0.000000  0.750000
   -8.300   -8.151   -8.151   -8.135   -8.099   -4.266    0.686    4.229    4.229    8.048
    8.910   15.543   15.543   16.153   19.338   20.373   22.111   22.111   23.333   23.333
            0.000000  0.000000  0.725000
   -8.297   -8.152   -8.152   -8.134   -8.099   -4.368    0.850    4.284    4.284    8.077
    9.015   15.330   15.330   15.925   19.194   20.260   22.388   22.388   23.022   23.022
            0.000000  0.000000  0.700000
   -8.294   -8.154   -8.154   -8.133   -8.099   -4.471    1.021    4.344    4.344    8.112
    9.124   15.114   15.114   15.698   19.052   20.110   22.583   22.583   22.813   22.813
            0.000000  0.000000  0.675000
   -8.291   -8.156   -8.156   -8.132   -8.100   -4.574    1.198    4.408    4.408    8.153
    9.236   14.897   14.897   15.472   18.914   19.930   22.368   22.368   22.710   23.033
            0.000000  0.000000  0.650000
   -8.288   -8.158   -8.158   -8.131   -8.100   -4.677    1.380    4.477    4.477    8.199
    9.350   14.679   14.679   15.251   18.780   19.723   22.086   22.086   22.451   23.336
            0.000000  0.000000  0.625000
   -8.284   -8.160   -8.160   -8.130   -8.101   -4.780    1.567    4.550    4.550    8.252
    9.464   14.461   14.461   15.036   18.649   19.494   21.809   21.809   22.203   23.653
            0.000000  0.000000  0.600000
   -8.280   -8.162   -8.162   -8.129   -8.102   -4.880    1.758    4.628    4.628    8.310
    9.576   14.243   14.243   14.830   18.523   19.250   21.540   21.540   21.967   23.978
            0.000000  0.000000  0.575000
   -8.276   -8.164   -8.164   -8.127   -8.102   -4.979    1.952    4.710    4.710    8.374
    9.684   14.025   14.025   14.637   18.402   18.993   21.281   21.281   21.742   24.310
            0.000000  0.000000  0.550000
   -8.272   -8.166   -8.166   -8.126   -8.103   -5.075    2.150    4.797    4.797    8.443
    9.784   13.809   13.809   14.459   18.285   18.728   21.032   21.032   21.528   24.649
            0.000000  0.000000  0.525000
   -8.268   -8.168   -8.168   -8.125   -8.103   -5.169    2.351    4.887    4.887    8.518
    9.874   13.593   13.593   14.301   18.173   18.457   20.794   20.794   21.325   24.994
            0.000000  0.000000  0.500000
   -8.263   -8.170   -8.170   -8.124   -8.104   -5.260    2.554    4.981    4.981    8.597
    9.948   13.380   13.380   14.168   18.066   18.182   20.566   20.566   21.133   25.344
            0.000000  0.000000  0.475000
   -8.259   -8.172   -8.172   -8.123   -8.105   -5.348    2.760    5.079    5.079    8.680
   10.001   13.168   13.168   14.063   17.905   17.964   20.350   20.350   20.950   25.700
            0.000000  0.000000  0.450000
   -8.254   -8.174   -8.174   -8.122   -8.105   -5.432    2.968    5.179    5.179    8.768
   10.031   12.958   12.958   13.993   17.629   17.867   20.144   20.144   20.777   26.061
            0.000000  0.000000  0.425000
   -8.250   -8.176   -8.176   -8.121   -8.106   -5.513    3.178    5.283    5.283    8.859
   10.033   12.751   12.751   13.962   17.355   17.775   19.950   19.950   20.613   26.427
            0.000000  0.000000  0.400000
   -8.245   -8.178   -8.178   -8.120   -8.106   -5.589    3.389    5.389    5.389    8.952
   10.005   12.546   12.546   13.970   17.083   17.688   19.767   19.767   20.458   26.317
            0.000000  0.000000  0.375000
   -8.240   -8.180   -8.180   -8.119   -8.107   -5.662    3.603    5.498    5.498    9.046
    9.949   12.346   12.346   14.019   16.816   17.606   19.594   19.594   20.311   25.826
            0.000000  0.000000  0.350000
   -8.236   -8.182   -8.182   -8.118   -8.107   -5.731    3.818    5.607    5.607    9.136
    9.869   12.149   12.149   14.107   16.555   17.530   19.433   19.433   20.171   25.345
            0.000000  0.000000  0.325000
   -8.231   -8.183   -8.183   -8.117   -8.108   -5.796    4.034    5.718    5.718    9.214
    9.777   11.957   11.957   14.230   16.301   17.459   19.284   19.284   20.037   24.876
            0.000000  0.000000  0.300000
   -8.227   -8.185   -8.185   -8.116   -8.108   -5.857    4.252    5.830    5.830    9.257
    9.700   11.770   11.770   14.384   16.055   17.392   19.145   19.145   19.908   24.419
            0.000000  0.000000  0.275000
   -8.222   -8.187   -8.187   -8.115   -8.109   -5.913    4.471    5.940    5.940    9.220
    9.684   11.590   11.590   14.563   15.820   17.332   19.018   19.018   19.783   23.977
            0.000000  0.000000  0.250000
   -8.218   -8.188   -8.188   -8.115   -8.109   -5.964    4.692    6.050    6.050    9.102
    9.735   11.416   11.416   14.760   15.601   17.276   18.902   18.902   19.661   23.553
            0.000000  0.000000  0.225000
   -8.214   -8.189   -8.189   -8.114   -8.110   -6.011    4.913    6.157    6.157    8.938
    9.818   11.251   11.251   14.955   15.415   17.226   18.797   18.797   19.539   23.148
            0.000000  0.000000  0.200000
   -8.211   -8.191   -8.191   -8.114   -8.110   -6.054    5.135    6.260    6.260    8.751
    9.912   11.096   11.096   15.034   15.374   17.181   18.703   18.703   19.415   22.766
            0.000000  0.000000  0.175000
   -8.207   -8.192   -8.192   -8.113   -8.110   -6.091    5.358    6.358    6.358    8.550
   10.009   10.952   10.952   14.913   15.559   17.141   18.620   18.620   19.286   22.412
            0.000000  0.000000  0.150000
   -8.204   -8.193   -8.193   -8.113   -8.111   -6.124    5.581    6.450    6.450    8.342
   10.102   10.821   10.821   14.757   15.804   17.106   18.549   18.549   19.149   22.092
            0.000000  0.000000  0.125000
   -8.202   -8.194   -8.194   -8.112   -8.111   -6.151    5.805    6.532    6.532    8.128
   10.189   10.704   10.704   14.610   16.063   17.077   18.488   18.488   19.003   21.810
            0.000000  0.000000  0.100000
   -8.200   -8.194   -8.194   -8.112   -8.111   -6.174    6.027    6.603    6.603    7.912
   10.266   10.605   10.605   14.483   16.322   17.053   18.439   18.439   18.845   21.573
            0.000000  0.000000  0.075000
   -8.198   -8.195   -8.195   -8.112   -8.111   -6.192    6.247    6.661    6.661    7.696
   10.330   10.525   10.525   14.379   16.569   17.035   18.400   18.400   18.681   21.386
            0.000000  0.000000  0.050000
   -8.197   -8.195   -8.195   -8.112   -8.111   -6.205    6.458    6.705    6.705    7.486
   10.378   10.466   10.466   14.302   16.788   17.022   18.373   18.373   18.524   21.250
            0.000000  0.000000  0.025000
   -8.196   -8.195   -8.195   -8.112   -8.111   -6.212    6.646    6.731    6.731    7.299
   10.408   10.430   10.430   14.254   16.949   17.014   18.356   18.356   18.400   21.169
            0.000000  0.000000  0.000000
   -8.196   -8.196   -8.196   -8.112   -8.112   -6.215    6.741    6.741    6.741    7.205
   10.418   10.418   10.418   14.239   17.011   17.011   18.351   18.351   18.351   21.142
           -0.012500  0.012500  0.012500
   -8.196   -8.195   -8.195   -8.112   -8.112   -6.213    6.660    6.738    6.738    7.277
   10.420   10.422   10.422   14.251   16.988   16.988   18.338   18.381   18.381   21.162
           -0.025000  0.025000  0.025000
   -8.196   -8.195   -8.195   -8.112   -8.112   -6.207    6.490    6.729    6.729    7.423
   10.427   10.435   10.435   14.286   16.926   16.926   18.299   18.464   18.464   21.222
           -0.037500  0.037500  0.037500
   -8.197   -8.195   -8.195   -8.112   -8.112   -6.198    6.290    6.715    6.715    7.581
   10.440   10.456   10.456   14.345   16.836   16.836   18.239   18.590   18.590   21.317
           -0.050000  0.050000  0.050000
   -8.198   -8.195   -8.195   -8.112   -8.112   -6.184    6.077    6.695    6.695    7.734
   10.460   10.485   10.485   14.425   16.730   16.730   18.162   18.746   18.746   21.444
           -0.062500  0.062500  0.062500
   -8.199   -8.194   -8.194   -8.112   -8.112   -6.167    5.857    6.671    6.671    7.875
   10.492   10.521   10.521   14.524   16.616   16.616   18.073   18.925   18.925   21.598
           -0.075000  0.075000  0.075000
   -8.201   -8.194   -8.194   -8.112   -8.112   -6.146    5.632    6.642    6.642    7.999
   10.537   10.563   10.563   14.641   16.500   16.500   17.977   19.120   19.120   21.775
           -0.087500  0.087500  0.087500
   -8.203   -8.194   -8.194   -8.112   -8.112   -6.122    5.404    6.610    6.610    8.103
   10.598   10.611   10.611   14.772   16.387   16.387   17.880   19.328   19.328   21.972
           -0.100000  0.100000  0.100000
   -8.205   -8.193   -8.193   -8.112   -8.112   -6.094    5.175    6.573    6.573    8.187
   10.664   10.664   10.677   14.915   16.279   16.279   17.785   19.546   19.546   22.184
           -0.112500  0.112500  0.112500
   -8.208   -8.192   -8.192   -8.112   -8.112   -6.062    4.944    6.534    6.534    8.250
   10.721   10.721   10.775   15.064   16.177   16.177   17.698   19.774   19.774   22.411
           -0.125000  0.125000  0.125000
   -8.210   -8.192   -8.192   -8.112   -8.112   -6.027    4.713    6.493    6.493    8.293
   10.781   10.781   10.891   15.215   16.084   16.084   17.624   20.010   20.010   22.650
           -0.137500  0.137500  0.137500
   -8.213   -8.191   -8.191   -8.112   -8.112   -5.988    4.482    6.449    6.449    8.317
   10.842   10.842   11.024   15.362   16.000   16.000   17.570   20.254   20.254   22.900
           -0.150000  0.150000  0.150000
   -8.216   -8.190   -8.190   -8.112   -8.112   -5.946    4.252    6.404    6.404    8.327
   10.904   10.904   11.172   15.496   15.927   15.927   17.543   20.504   20.504   23.160
           -0.162500  0.162500  0.162500
   -8.219   -8.189   -8.189   -8.112   -8.112   -5.901    4.022    6.358    6.358    8.323
   10.966   10.966   11.334   15.608   15.865   15.865   17.551   20.761   20.761   23.428
           -0.175000  0.175000  0.175000
   -8.222   -8.189   -8.189   -8.112   -8.112   -5.852    3.795    6.311    6.311    8.309
   11.026   11.026   11.506   15.692   15.817   15.817   17.602   21.024   21.024   23.705
           -0.187500  0.187500  0.187500
   -8.225   -8.188   -8.188   -8.111   -8.111   -5.801    3.569    6.263    6.263    8.287
   11.084   11.084   11.687   15.743   15.781   15.781   17.699   21.292   21.292   23.988
           -0.200000  0.200000  0.200000
   -8.228   -8.187   -8.187   -8.111   -8.111   -5.746    3.346    6.216    6.216    8.258
   11.139   11.139   11.876   15.761   15.761   15.761   17.840   21.566   21.566   24.278
           -0.212500  0.212500  0.212500
   -8.232   -8.186   -8.186   -8.111   -8.111   -5.689    3.126    6.169    6.169    8.226
   11.189   11.189   12.071   15.754   15.755   15.755   18.019   21.845   21.845   24.572
           -0.225000  0.225000  0.225000
   -8.235   -8.185   -8.185   -8.111   -8.111   -5.629    2.908    6.123    6.123    8.190
   11.235   11.235   12.270   15.726   15.764   15.764   18.229   22.129   22.129   24.869
           -0.237500  0.237500  0.237500
   -8.238   -8.184   -8.184   -8.111   -8.111   -5.566    2.694    6.078    6.078    8.152
   11.275   11.275   12.472   15.686   15.790   15.790   18.460   22.416   22.416   25.159
           -0.250000  0.250000  0.250000
   -8.242   -8.183   -8.183   -8.111   -8.111   -5.501    2.484    6.034    6.034    8.113
   11.309   11.309   12.677   15.639   15.831   15.831   18.707   22.707   22.707   25.410
           -0.262500  0.262500  0.262500
   -8.245   -8.183   -8.183   -8.111   -8.111   -5.434    2.278    5.991    5.991    8.074
   11.338   11.338   12.882   15.590   15.889   15.889   18.962   22.999   22.999   25.474
           -0.275000  0.275000  0.275000
   -8.248   -8.182   -8.182   -8.111   -8.111   -5.366    2.077    5.949    5.949    8.035
   11.361   11.361   13.087   15.541   15.962   15.962   19.221   23.289   23.289   25.261
           -0.287500  0.287500  0.287500
   -8.251   -8.181   -8.181   -8.110   -8.110   -5.295    1.880    5.909    5.909    7.997
   11.378   11.378   13.289   15.498   16.051   16.051   19.478   23.567   23.567   24.943
           -0.300000  0.300000  0.300000
   -8.254   -8.180   -8.180   -8.110   -8.110   -5.224    1.689    5.871    5.871    7.959
   11.390   11.390   13.486   15.462   16.155   16.155   19.726   23.796   23.796   24.683
           -0.312500  0.312500  0.312500
   -8.257   -8.180   -8.180   -8.110   -8.110   -5.152    1.504    5.834    5.834    7.923
   11.398   11.398   13.675   15.439   16.273   16.273   19.957   23.850   23.850   24.604
           -0.325000  0.325000  0.325000
   -8.260   -8.179   -8.179   -8.110   -8.110   -5.079    1.326    5.800    5.800    7.889
   11.401   11.401   13.851   15.434   16.404   16.404   20.161   23.664   23.664   24.427
           -0.337500  0.337500  0.337500
   -8.263   -8.178   -8.178   -8.109   -8.109   -5.006    1.154    5.767    5.767    7.857
   11.401   11.401   14.009   15.451   16.548   16.548   20.328   23.383   23.383   24.296
           -0.350000  0.350000  0.350000
   -8.265   -8.178   -8.178   -8.109   -8.109   -4.934    0.990    5.737    5.737    7.826
   11.398   11.398   14.141   15.498   16.703   16.703   20.446   23.078   23.078   24.224
           -0.362500  0.362500  0.362500
   -8.268   -8.177   -8.177   -8.109   -8.109   -4.863    0.834    5.709    5.709    7.797
   11.393   11.393   14.244   15.579   16.870   16.870   20.506   22.768   22.768   24.219
           -0.375000  0.375000  0.375000
   -8.270   -8.177   -8.177   -8.108   -8.108   -4.794    0.687    5.683    5.683    7.771
   11.387   11.387   14.317   15.694   17.046   17.046   20.506   22.458   22.458   24.285
           -0.387500  0.387500  0.387500
   -8.272   -8.177   -8.177   -8.108   -8.108   -4.727    0.550    5.659    5.659    7.747
   11.379   11.379   14.363   15.839   17.231   17.231   20.449   22.152   22.152   24.416
           -0.400000  0.400000  0.400000
   -8.274   -8.176   -8.176   -8.108   -8.108   -4.664    0.423    5.638    5.638    7.726
   11.371   11.371   14.390   16.006   17.424   17.424   20.345   21.851   21.851   24.603
           -0.412500  0.412500  0.412500
   -8.275   -8.176   -8.176   -8.108   -8.108   -4.605    0.309    5.619    5.619    7.706
   11.363   11.363   14.402   16.186   17.624   17.624   20.207   21.557   21.557   24.834
           -0.425000  0.425000  0.425000
   -8.277   -8.176   -8.176   -8.107   -8.107   -4.551    0.206    5.603    5.603    7.690
   11.355   11.355   14.406   16.374   17.828   17.828   20.047   21.272   21.272   25.095
           -0.437500  0.437500  0.437500
   -8.278   -8.175   -8.175   -8.107   -8.107   -4.503    0.118    5.589    5.589    7.675
   11.347   11.347   14.405   16.561   18.034   18.034   19.877   20.997   20.997   25.375
           -0.450000  0.450000  0.450000
   -8.279   -8.175   -8.175   -8.107   -8.107   -4.462    0.043    5.578    5.578    7.664
   11.341   11.341   14.402   16.740   18.239   18.239   19.707   20.736   20.736   25.660
           -0.462500  0.462500  0.462500
   -8.280   -8.175   -8.175   -8.107   -8.107   -4.430   -0.016    5.569    5.569    7.655
   11.336   11.336   14.398   16.900   18.435   18.435   19.551   20.497   20.497   25.935
           -0.475000  0.475000  0.475000
   -8.280   -8.175   -8.175   -8.107   -8.107   -4.406   -0.058    5.562    5.562    7.648
   11.332   11.332   14.394   17.031   18.610   18.610   19.423   20.291   20.291   26.177
           -0.487500  0.487500  0.487500
   -8.280   -8.175   -8.175   -8.107   -8.107   -4.391   -0.084    5.559    5.559    7.644
   11.330   11.330   14.392   17.119   18.740   18.740   19.336   20.143   20.143   26.351
           -0.500000  0.500000  0.500000
   -8.281   -8.175   -8.175   -8.107   -8.107   -4.386   -0.093    5.557    5.557    7.643
   11.329   11.329   14.391   17.150   18.790   18.790   19.305   20.087   20.087   26.416
           -0.500000  0.487500  0.512500
   -8.281   -8.175   -8.175   -8.107   -8.107   -4.385   -0.092    5.542    5.555    7.658
   11.324   11.334   14.398   17.141   18.768   18.780   19.301   20.099   20.127   26.413
           -0.500000  0.475000  0.525000
