 &plot nbnd=  13, nks=   201 /
   -8.535   -8.471   -8.469   -8.420   -8.415   -5.151    1.574    3.787    5.527    8.795
   11.032   11.102   11.790
           -0.375000  0.000000  0.375000
   -8.532   -8.472   -8.470   -8.420   -8.415   -5.236    1.751    3.933    5.597    8.753
   10.907   10.994   11.800
           -0.356250  0.000000  0.356250
   -8.530   -8.473   -8.471   -8.420   -8.415   -5.319    1.936    4.083    5.664    8.704
   10.788   10.892   11.806
           -0.337500  0.000000  0.337500
   -8.527   -8.475   -8.472   -8.420   -8.415   -5.400    2.128    4.235    5.727    8.650
   10.677   10.795   11.803
           -0.318750  0.000000  0.318750
   -8.523   -8.476   -8.473   -8.420   -8.415   -5.478    2.327    4.390    5.787    8.590
   10.573   10.703   11.785
           -0.300000  0.000000  0.300000
   -8.520   -8.477   -8.474   -8.419   -8.415   -5.553    2.532    4.546    5.844    8.525
   10.476   10.617   11.746
           -0.281250  0.000000  0.281250
   -8.517   -8.478   -8.475   -8.419   -8.416   -5.624    2.743    4.703    5.896    8.455
   10.387   10.537   11.683
           -0.262500  0.000000  0.262500
   -8.514   -8.479   -8.476   -8.419   -8.416   -5.692    2.961    4.859    5.944    8.381
   10.306   10.461   11.594
           -0.243750  0.000000  0.243750
   -8.511   -8.480   -8.477   -8.419   -8.416   -5.757    3.184    5.013    5.989    8.302
   10.234   10.391   11.480
           -0.225000  0.000000  0.225000
   -8.508   -8.481   -8.478   -8.419   -8.416   -5.817    3.412    5.164    6.029    8.217
   10.170   10.326   11.343
           -0.206250  0.000000  0.206250
   -8.505   -8.481   -8.479   -8.419   -8.416   -5.873    3.644    5.312    6.065    8.126
   10.115   10.266   11.189
           -0.187500  0.000000  0.187500
   -8.502   -8.482   -8.480   -8.418   -8.416   -5.925    3.881    5.453    6.098    8.027
   10.068   10.212   11.024
           -0.168750  0.000000  0.168750
   -8.499   -8.483   -8.481   -8.418   -8.417   -5.973    4.122    5.588    6.126    7.919
   10.030   10.163   10.854
           -0.150000  0.000000  0.150000
   -8.497   -8.483   -8.482   -8.418   -8.417   -6.015    4.366    5.714    6.151    7.800
   10.000   10.119   10.687
           -0.131250  0.000000  0.131250
   -8.494   -8.484   -8.483   -8.418   -8.417   -6.053    4.612    5.829    6.173    7.668
    9.978   10.080   10.528
           -0.112500  0.000000  0.112500
   -8.492   -8.484   -8.483   -8.418   -8.417   -6.086    4.861    5.933    6.191    7.522
    9.963   10.046   10.383
           -0.093750  0.000000  0.093750
   -8.490   -8.485   -8.484   -8.418   -8.417   -6.114    5.110    6.024    6.206    7.361
    9.955   10.018   10.255
           -0.075000  0.000000  0.075000
   -8.489   -8.485   -8.485   -8.418   -8.417   -6.138    5.359    6.100    6.218    7.184
    9.951    9.994   10.147
           -0.056250  0.000000  0.056250
   -8.487   -8.485   -8.485   -8.417   -8.417   -6.156    5.606    6.160    6.228    6.994
    9.950    9.976   10.063
           -0.037500  0.000000  0.037500
   -8.487   -8.486   -8.486   -8.417   -8.417   -6.169    5.848    6.204    6.234    6.791
    9.951    9.963   10.002
           -0.018750  0.000000  0.018750
   -8.486   -8.486   -8.486   -8.417   -8.417   -6.176    6.081    6.230    6.238    6.583
    9.952    9.955    9.965
            0.000000  0.000000  0.000000
   -8.486   -8.486   -8.486   -8.417   -8.417   -6.179    6.239    6.239    6.239    6.432
    9.953    9.953    9.953
